year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2007,Solano,CA Highway Patrol - Solano,4899,0,89,0,0,934,124,810,0,0,0,0,,,,,,,,,411998,90640,181691,58092,2060,59740,19776,0.22,0.44,0.14,0,0.14,0.04,226.7001296,30.09723348,196.6028961,0,0,21.60204661,0,0,0,,,,,,
2007,Solano,Suisun Police Department,4805,144,733,45.13,10.36,737,219,515,3,0,0,0,0,0,0,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Solano,Dixon Police Department,4802,73,820,50.68,9.75,483,176,307,0,0,0,0,0,0,0,2,2,0,,,18105,8093,8256,688,18,561,507,0.44,0.45,0.03,0,0.03,0.02,2667.771334,972.1071527,1695.664181,0,403.2035349,4529.135598,0,0,0,0,0,0,11.04667219,11.04667219,0
2007,Solano,Rio Vista Police Department,4804,34,118,79.41,68.64,311,104,206,1,0,0,0,0,0,0,2,0,2,,,7178,1141,5118,301,144,316,165,0.15,0.71,0.04,0.02,0.04,0.02,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Solano,Solano Community College Police Department,4813,1,60,0,0,1,0,1,0,,,,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Solano,Union Pacific RR - Solano Police Department,4808,3,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sonoma,All Combined,All Combined,1974,9394,72.44,18.96,23197,5568,17534,95,7,3,4,0,0,0,81,28,53,,,471479,105140,324849,7072,3772,18859,11787,0.22,0.68,0.01,0,0.03,0.02,4920.049461,1180.964582,3718.93552,20.14935978,418.6824864,1992.453535,1.484689668,0.636295572,0.848394096,0,0,0,17.17998044,5.938758672,11.24122177
2007,Sonoma,Santa Rosa Police Department,4905,771,3732,62.38,19.45,8179,2009,6149,21,2,2,0,0,0,0,30,5,25,,,159716,43123,99343,3354,1437,8146,4312,0.26,0.62,0.02,0,0.05,0.02,5120.964712,1257.857697,3849.958677,13.1483383,482.731849,2336.647549,1.252222695,1.252222695,0,0,0,0,18.78334043,3.130556738,15.65278369
2007,Sonoma,Sonoma County Sheriff's Department,4900,644,2307,81.21,18.85,6118,1981,4106,31,4,0,4,0,0,0,28,17,11,,Windsor;Sonoma,180438,48396,117942,1477,2246,5533,4852,0.26,0.65,0,0.01,0.03,0.02,3390.638336,1097.884038,2275.573881,17.18041654,356.9092985,1278.555515,2.216827941,0,2.216827941,0,0,0,15.51779559,9.421518749,6.096276837
2007,Sonoma,Petaluma Police Department,4908,226,1034,73.45,25.04,3159,612,2528,19,1,1,0,0,0,0,3,2,1,,,56230,11471,39642,731,225,2755,1406,0.2,0.7,0.01,0,0.04,0.02,5617.99751,1088.386982,4495.820736,33.78979193,401.9206829,1838.876045,1.778410101,1.778410101,0,0,0,0,5.335230304,3.556820203,1.778410101
2007,Sonoma,Rohnert Park Police Department,4904,238,953,81.09,23.81,1928,557,1350,21,0,0,0,0,0,0,16,1,15,,,40997,8199,27550,984,205,2747,1271,0.19,0.67,0.02,0,0.06,0.03,4702.78313,1358.635998,3292.923872,51.22326024,580.5302827,2324.560334,0,0,0,0,0,0,39.0272459,2.439202869,36.58804303
2007,Sonoma,CA Highway Patrol - Sonoma,4999,2,325,0,0,1518,65,1453,0,0,0,0,,,,,,,,,471479,105140,324849,7072,3772,18859,11787,0.22,0.68,0.01,0,0.03,0.02,321.9655594,13.78640406,308.1791554,0,0.424197048,68.9320203,0,0,0,,,,,,
2007,Sonoma,Sebastopol Police Department,4906,7,193,71.42,21.24,468,66,402,0,0,0,0,0,0,0,1,1,0,,,7321,842,6076,29,102,132,139,0.11,0.82,0,0.01,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Sonoma,Healdsburg Police Department,4903,19,279,36.84,9.67,464,79,384,1,0,0,0,,,,,,,,,11161,3371,7366,22,134,56,212,0.3,0.65,0,0.01,0,0.01,4157.333572,707.8218798,3440.551922,8.95977063,170.235642,2499.776006,0,0,0,,,,,,
2007,Sonoma,Cotati Police Department,4902,34,154,85.29,13.63,432,90,341,1,0,0,0,,,,,,,,,7219,801,5768,94,0,476,87,0.11,0.79,0.01,0,0.06,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Sonoma,Cloverdale Police Department,4901,28,179,85.71,17.87,364,66,297,1,0,0,0,0,0,0,2,2,0,,,8397,2334,5710,59,25,218,42,0.27,0.68,0,0,0.02,0,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Sonoma,Russian River/Mendocino DPR,4912,1,21,100,4.76,313,17,296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sonoma,CSU Sonoma Police Department,4909,4,122,25,3.27,212,23,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sonoma,Sonoma County Junior College Police Department,4914,0,86,0,10.46,25,3,22,0,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sonoma,Silverado DPR,4911,0,9,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sonoma,Sonoma Developmental Center Police Department,4913,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sonoma,Union Pacific RR - Sonoma Police Department,4910,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Stanislaus,All Combined,All Combined,3207,25421,48.3,12.74,29156,11208,17621,327,3,2,1,0,0,0,115,43,72,,,505959,196818,252980,14167,3542,27828,10625,0.38,0.5,0.02,0,0.05,0.02,5762.52226,2215.199255,3482.693262,64.62974273,633.8458255,5024.320152,0.59293342,0.395288946,0.197644473,0,0,0,22.72911441,8.498712346,14.23040207
2007,Stanislaus,Modesto Police Department,5002,1490,12030,46.17,14.62,14185,4924,9113,148,0,0,0,0,0,0,66,21,45,,,200866,66286,106660,7432,1406,14462,4821,0.33,0.53,0.03,0,0.07,0.02,7061.921878,2451.385501,4536.855416,73.68096144,741.7880577,5989.067338,0,0,0,0,0,0,32.85772605,10.45473101,22.40299503
2007,Stanislaus,Stanislaus County Sheriff's Department,5000,936,5717,57.69,11.98,5994,3222,2741,31,3,2,1,0,0,0,29,10,19,,Hughson;Waterford;Riverbank;Patterson,166505,86863,64962,4556,563,6471,3068,0.52,0.39,0.02,0,0.03,0.01,3599.891895,1935.077025,1646.196811,18.61805952,562.1452809,3433.530525,1.801747695,1.20116513,0.600582565,0,0,0,17.41689439,6.005825651,11.41106874
2007,Stanislaus,Turlock Police Department,5007,499,3583,38.07,11.27,2955,1200,1711,44,0,0,0,0,0,0,7,4,3,,,66784,22840,36531,1069,534,4541,1269,0.34,0.54,0.01,0,0.06,0.01,4424.712506,1796.837566,2561.990896,65.88404408,747.1849545,5365.057499,0,0,0,0,0,0,10.48155247,5.989458553,4.492093915
2007,Stanislaus,CA Highway Patrol - Stanislaus,5099,1,593,0,0.5,2268,416,1852,0,0,0,0,,,,,,,,,505959,196818,252980,14167,3542,27828,10625,0.38,0.5,0.02,0,0.05,0.02,448.2576651,82.22010084,366.0375643,0,0.197644473,117.2031726,0,0,0,,,,,,
2007,Stanislaus,Ceres Police Department,5001,192,2055,46.87,11.63,2183,917,1206,60,0,0,0,0,0,0,11,6,5,,,43029,21945,15318,1463,258,2840,1162,0.51,0.35,0.03,0,0.06,0.02,5073.322643,2131.120872,2802.760929,139.4408422,446.2106951,4775.848846,0,0,0,0,0,0,25.56415441,13.94408422,11.62007019
2007,Stanislaus,Oakdale Police Department,5004,49,1041,63.26,12.39,1205,410,795,0,0,0,0,,,,,,,,,18976,3871,14194,76,228,512,76,0.2,0.74,0,0.01,0.02,0,6350.126476,2160.623946,4189.50253,0,258.2209106,5485.876897,0,0,0,,,,,,
2007,Stanislaus,Newman Police Department,5003,36,330,22.22,3.63,281,110,127,44,0,0,0,0,0,0,2,2,0,,,9799,5879,3498,118,39,108,157,0.59,0.35,0.01,0,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Stanislaus,CSU Stanislaus Police Department,5010,2,54,100,14.81,78,9,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Stanislaus,Union Pacific RR - Stanislaus Police Department,5012,2,18,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Sutter,All Combined,All Combined,369,2900,57.45,15.86,4311,1428,2772,111,1,0,1,0,0,0,6,2,4,,,91563,24722,49444,1648,641,11445,3663,0.26,0.53,0.01,0,0.12,0.04,4708.233675,1559.581927,3027.423741,121.2280069,403.0012123,3167.218199,1.092144207,0,1.092144207,0,0,0,6.55286524,2.184288413,4.368576827
2007,Sutter,Yuba City Police Department,5102,245,1909,52.24,21.63,3049,950,1988,111,0,0,0,0,0,0,5,1,4,,,61835,17005,31289,1360,557,9337,2226,0.27,0.5,0.02,0,0.15,0.03,4930.864397,1536.346729,3215.007682,179.5099863,396.2157354,3087.248322,0,0,0,0,0,0,8.086035417,1.617207083,6.468828333
2007,Sutter,Sutter County Sheriff's Department,5100,124,938,67.74,5.01,983,449,534,0,1,0,1,0,0,0,1,1,0,,Live Oak,29728,5495,21069,200,16,1073,1884,0.18,0.7,0,0,0.03,0.06,3306.646932,1510.360603,1796.286329,0,417.1151776,3155.274489,3.363832078,0,3.363832078,0,0,0,3.363832078,3.363832078,0
2007,Sutter,CA Highway Patrol - Sutter,5199,0,47,0,0,279,29,250,0,0,0,0,,,,,,,,,91563,24722,49444,1648,641,11445,3663,0.26,0.53,0.01,0,0.12,0.04,304.7082337,31.67218199,273.0360517,0,0,51.33077772,0,0,0,,,,,,
2007,Sutter,Union Pacific RR - Sutter Police Department,5104,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Tehama,All Combined,All Combined,379,1466,70.97,12.68,3953,1059,2873,21,1,0,1,0,0,0,4,1,3,,,61777,12355,45591,494,927,865,1544,0.19,0.73,0,0.01,0.01,0.02,6398.821568,1714.230215,4650.598119,33.99323373,613.4969325,2373.051459,1.618725416,0,1.618725416,0,0,0,6.474901662,1.618725416,4.856176247
2007,Tehama,Tehama County Sheriff's Department,5200,192,416,72.91,13.94,2017,662,1355,0,1,0,1,,,,,,,,Tehama,40631,9668,27494,19,785,0,2662,0.23,0.67,0,0.01,0,0.06,4964.189904,1629.297827,3334.892077,0,472.5455933,1023.848785,2.461174965,0,2.461174965,,,,,,
2007,Tehama,Red Bluff Police Department,5202,137,676,79.56,15.53,1079,205,874,0,0,0,0,0,0,0,4,1,3,,,13822,2847,10187,124,194,152,304,0.2,0.73,0,0.01,0.01,0.02,7806.395601,1483.142816,6323.252785,0,991.1734915,4890.753871,0,0,0,0,0,0,28.93937202,7.234843004,21.70452901
2007,Tehama,Corning Police Department,5201,45,265,44.44,7.92,433,94,318,21,0,0,0,,,,,,,,,7324,2358,4643,0,81,73,168,0.32,0.63,0,0.01,0,0.02,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Tehama,CA Highway Patrol - Tehama,5299,4,109,0,1.83,424,98,326,0,0,0,0,,,,,,,,,61777,12355,45591,494,927,865,1544,0.19,0.73,0,0.01,0.01,0.02,686.3395762,158.6350907,527.7044855,0,6.474901662,176.4410703,0,0,0,,,,,,
2007,Tehama,Union Pacific RR - Tehama Police Department,5204,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Trinity,All Combined,All Combined,20,139,65,24.46,728,212,514,2,0,0,0,0,0,0,0,0,0,,,13806,704,11818,69,207,179,856,0.05,0.85,0,0.01,0.01,0.06,5273.06968,1535.564247,3723.018977,14.48645516,144.8645516,1006.808634,0,0,0,0,0,0,0,0,0
2007,Trinity,Trinity County Sheriff's Department,5300,20,114,65,28.94,608,201,405,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Trinity,CA Highway Patrol - Trinity,5399,0,25,0,4,120,11,109,0,0,0,0,,,,,,,,,13806,704,11818,69,207,179,856,0.05,0.85,0,0.01,0.01,0.06,869.1873099,79.6755034,789.5118065,0,0,181.0806896,0,0,0,,,,,,
2007,Trinity,Union Pacific RR - Trinity Police Department,5301,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Tulare,All Combined,All Combined,2196,16107,45.3,10.08,26890,8839,17616,435,1,0,1,1,1,0,120,44,76,,,419842,238050,152403,5458,2939,14275,7137,0.56,0.36,0.01,0,0.03,0.01,6404.790374,2105.315809,4195.864158,103.6104058,523.0539108,3836.443233,0.238184841,0,0.238184841,0.238184841,0.238184841,0,28.58218092,10.480133,18.10204791
2007,Tulare,Visalia Police Department,5407,667,5204,54.72,14.39,7042,2118,4887,37,0,0,0,0,0,0,30,7,23,112984,,115243,45751,57967,2074,576,6338,2305,0.39,0.5,0.01,0,0.05,0.02,6110.566368,1837.855662,4240.604635,32.10607152,578.777019,4515.675572,0,0,0,0,0,0,26.03194988,6.074121639,19.95782824
2007,Tulare,Tulare County Sheriff's Department,5400,488,2821,38.72,10.52,6174,2245,3592,337,1,0,1,1,1,0,44,23,21,,,140060,111183,21936,626,326,5184,806,0.79,0.15,0,0,0.03,0,4408.11081,1602.884478,2564.615165,240.6111666,348.4221048,2014.136799,0.713979723,0,0.713979723,0.713979723,0.713979723,0,31.41510781,16.42153363,14.99357418
2007,Tulare,Porterville Police Department,5405,289,2349,12.8,4.64,4154,1542,2592,20,0,0,0,0,0,0,18,2,16,,,51666,29708,17721,362,362,2170,1292,0.57,0.34,0,0,0.04,0.02,8040.103743,2984.554639,5016.838927,38.71017691,559.3620563,4546.510278,0,0,0,0,0,0,34.83915921,3.871017691,30.96814152
2007,Tulare,Tulare Police Department,5406,432,2242,53.93,11.68,3025,1335,1682,8,0,0,0,0,0,0,3,2,1,,,55017,29434,20246,2366,220,1430,1320,0.53,0.36,0.04,0,0.02,0.02,5498.300525,2426.522711,3057.236854,14.54096007,785.2118436,4075.104059,0,0,0,0,0,0,5.452860025,3.635240017,1.817620008
2007,Tulare,CA Highway Patrol - Tulare,5499,0,1285,0,0,2966,352,2614,0,0,0,0,0,0,0,3,0,3,,,419842,238050,152403,5458,2939,14275,7137,0.56,0.36,0.01,0,0.03,0.01,706.4562383,83.84106402,622.6151743,0,0,306.0675206,0,0,0,0,0,0,0.714554523,0,0.714554523
2007,Tulare,Dinuba Police Department,5401,132,949,54.54,12.22,1255,543,690,22,0,0,0,0,0,0,2,2,0,,,19562,16628,2387,0,20,430,78,0.85,0.12,0,0,0.02,0,6415.499438,2775.789797,3527.246703,112.4629383,674.7776301,4851.242204,0,0,0,0,0,0,10.22390349,10.22390349,0
2007,Tulare,Lindsay Police Department,5404,75,406,70.66,6.65,722,190,523,9,0,0,0,0,0,0,6,3,3,,,11019,9311,1466,44,22,121,44,0.84,0.13,0,0,0.01,0,6552.318722,1724.294401,4746.347218,81.67710319,680.6425265,3684.544877,0,0,0,0,0,0,54.45140212,27.22570106,27.22570106
2007,Tulare,Exeter Police Department,5402,21,319,71.42,11.28,549,197,350,2,0,0,0,0,0,0,2,1,1,,,10323,4697,5368,0,72,41,145,0.45,0.52,0,0,0,0.01,5318.221447,1908.359973,3390.487261,19.37421292,203.4292357,3090.186961,0,0,0,0,0,0,19.37421292,9.687106461,9.687106461
2007,Tulare,Farmersville Police Department,5403,55,243,30.9,6.99,514,208,306,0,0,0,0,,,,,,,,,10080,7348,2460,40,101,0,121,0.72,0.24,0,0.01,0,0.01,5099.206349,2063.492063,3035.714286,0,545.6349206,2410.714286,0,0,0,,,,,,
2007,Tulare,Woodlake Police Department,5408,37,224,37.83,5.35,482,109,373,0,0,0,0,0,0,0,12,4,8,,,6872,6226,598,0,0,0,48,0.9,0.08,0,0,0,0,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Tulare,College of the Sequoias Police Department,5411,0,64,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Tulare,Union Pacific RR - Tulare Police Department,5410,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Tuolumne,All Combined,All Combined,123,1429,52.84,12.1,3122,864,2150,108,0,0,0,0,0,0,6,2,4,,,56347,5578,46543,1296,733,676,1465,0.09,0.82,0.02,0.01,0.01,0.02,5540.667649,1533.355813,3815.642359,191.6694766,218.2902373,2536.071131,0,0,0,0,0,0,10.64830426,3.549434753,7.098869505
2007,Tuolumne,Tuolumne County Sheriff's Department,5500,108,875,58.33,14.28,1860,636,1130,94,0,0,0,0,0,0,5,2,3,,,51472,4319,45006,45,410,415,1262,0.08,0.87,0,0,0,0.02,3613.615169,1235.623251,2195.368356,182.6235623,209.8228163,1699.953373,0,0,0,0,0,0,9.714019273,3.885607709,5.828411564
2007,Tuolumne,Sonora Police Department,5501,15,399,13.33,12.03,763,162,587,14,0,0,0,0,0,0,1,0,1,,,4875,244,4388,5,73,73,98,0.05,0.9,0,0.01,0.01,0.02,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Tuolumne,CA Highway Patrol - Tuolumne,5599,0,155,0,0,499,66,433,0,0,0,0,,,,,,,,,56347,5578,46543,1296,733,676,1465,0.09,0.82,0.02,0.01,0.01,0.02,885.5839708,117.1313468,768.4526239,0,0,275.0811933,0,0,0,,,,,,
2007,Ventura,All Combined,All Combined,2120,17291,39.57,15.07,36963,9690,25671,1602,2,1,1,0,0,0,112,36,76,,,803572,299732,417054,13661,2411,53036,18482,0.37,0.51,0.01,0,0.06,0.02,4599.836729,1205.865809,3194.611062,199.3598582,263.8220346,2151.767359,0.248888712,0.124444356,0.124444356,0,0,0,13.93776787,4.479996814,9.457771052
2007,Ventura,Ventura County Sheriff's Department,5600,527,5445,55.21,14.61,11536,3230,7972,334,1,0,1,0,0,0,50,27,23,22193,Thousand Oaks;Camarillo;Ojai;Moorpark;Fillmore,337614,83713,221930,3851,1204,20615,6426,0.24,0.65,0.01,0,0.06,0.01,3416.919914,956.7138803,2361.276487,98.92954676,156.0954226,1612.788569,0.296196248,0,0.296196248,0,0,0,14.80981239,7.99729869,6.812513699
2007,Ventura,Oxnard Police Department,5604,845,4275,24.14,17.28,11286,2634,7645,1007,0,0,0,0,0,0,32,3,29,,,189844,131562,31704,6265,380,15757,4177,0.69,0.16,0.03,0,0.08,0.02,5944.88106,1387.454963,4026.990582,530.4355155,445.1022945,2251.848886,0,0,0,0,0,0,16.85594488,1.580244833,15.27570005
2007,Ventura,Ventura Police Department,5608,368,3827,35.59,15.83,5167,1739,3375,53,0,0,0,0,0,0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ventura,Simi Valley Police Department,5609,181,2383,55.8,14.56,3190,1096,2007,87,1,1,0,0,0,0,19,4,15,,,121598,26387,81471,1216,243,9728,2554,0.21,0.67,0.01,0,0.08,0.02,2623.398411,901.330614,1650.520568,71.5472294,148.8511324,1959.73618,0.822381947,0.822381947,0,0,0,0,15.62525699,3.289527788,12.33572921
2007,Ventura,CA Highway Patrol - Ventura,5699,3,50,100,16,3018,287,2731,0,0,0,0,,,,,,,,,803572,299732,417054,13661,2411,53036,18482,0.37,0.51,0.01,0,0.06,0.02,375.5730663,35.71553016,339.8575361,0,0.373333068,6.222217798,0,0,0,,,,,,
2007,Ventura,Santa Paula Police Department,5606,99,717,65.65,10.46,1716,484,1125,107,0,0,0,0,0,0,1,1,0,,,28468,21493,6348,28,28,256,313,0.75,0.22,0,0,0,0.01,6027.820711,1700.15456,3951.805536,375.8606154,347.7588872,2518.617395,0,0,0,0,0,0,3.512716032,3.512716032,0
2007,Ventura,Port Hueneme Police Department,5605,93,398,47.31,7.03,691,185,492,14,0,0,0,0,0,0,2,1,1,,,21908,11261,7668,701,66,1599,592,0.51,0.35,0.03,0,0.07,0.02,3154.098959,844.4403871,2245.754975,63.90359686,424.5024649,1816.687968,0,0,0,0,0,0,9.129085266,4.564542633,4.564542633
2007,Ventura,Angeles DPR,5613,0,8,0,0,153,8,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ventura,Channel Coast DPR,5615,1,37,0,5.4,85,8,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ventura,Hungry Valley DPR,5617,0,1,0,100,44,2,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ventura,Ventura Community College Police Department,5680,2,112,0,0.89,30,8,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ventura,CSU Channel Islands Police Department,5622,1,38,0,7.89,28,9,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Ventura,Union Pacific RR - Ventura Police Department,5621,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Yolo,All Combined,All Combined,751,6708,53.66,15.11,9077,3138,5897,42,1,0,1,0,0,0,135,26,109,,,192826,54955,103162,4435,1350,22946,6170,0.28,0.53,0.02,0,0.11,0.03,4707.352743,1627.373902,3058.197546,21.78129505,389.4702996,3478.783981,0.518602263,0,0.518602263,0,0,0,70.01130553,13.48365884,56.52764669
2007,Yolo,Woodland Police Department,5703,154,1807,45.45,18.81,2805,851,1919,35,0,0,0,0,0,0,110,13,97,,,52917,22490,24924,741,476,3175,1164,0.42,0.47,0.01,0,0.05,0.02,5300.754011,1608.178846,3626.433849,66.14131565,291.0217888,3414.781639,0,0,0,0,0,0,207.8727063,24.56677438,183.3059319
2007,Yolo,West Sacramento Police Department,5704,371,1386,74.12,40.83,2746,1080,1660,6,0,0,0,0,0,0,3,3,0,,,45179,14683,22815,1672,361,4111,1581,0.32,0.5,0.03,0,0.09,0.03,6078.045109,2390.491157,3674.273446,13.28050643,821.1779809,3067.796985,0,0,0,0,0,0,6.640253215,6.640253215,0
2007,Yolo,Davis Police Department,5701,169,2121,21.3,2.49,1375,413,961,1,0,0,0,0,0,0,19,9,10,,,64412,7729,39807,1610,386,12303,2512,0.11,0.61,0.02,0,0.19,0.03,2134.695398,641.1848724,1491.95802,1.552505744,262.3734708,3292.864684,0,0,0,0,0,0,29.49760914,13.9725517,15.52505744
2007,Yolo,Yolo County Sheriff's Department,5700,30,389,33.33,1.02,1331,674,657,0,1,0,1,,,,,,,39060,,23734,12389,8283,332,0,1115,1614,0.52,0.34,0.01,0,0.04,0.06,5607.98854,2839.807871,2768.180669,0,126.4009438,1638.998905,4.213364793,0,4.213364793,,,,,,
2007,Yolo,CA Highway Patrol - Yolo,5799,1,61,100,0,444,37,407,0,0,0,0,0,0,0,1,1,0,,,192826,54955,103162,4435,1350,22946,6170,0.28,0.53,0.02,0,0.11,0.03,230.2594049,19.18828374,211.0711211,0,0.518602263,31.63473805,0,0,0,0,0,0,0.518602263,0.518602263,0
2007,Yolo,Winters Police Department,5702,13,227,53.84,16.29,190,54,136,0,0,0,0,0,0,0,1,0,1,,,6584,3252,2739,0,72,303,211,0.49,0.41,0,0.01,0.04,0.03,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Yolo,UC Davis Police Department,5797,10,716,40,1.95,184,29,155,0,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Yolo,Union Pacific RR - Yolo Police Department,5705,3,1,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Yuba,All Combined,All Combined,396,2022,44.19,9.59,5371,1590,3781,0,0,0,0,0,0,0,2,0,2,,,69719,15687,42180,1394,976,4950,4532,0.22,0.6,0.01,0.01,0.07,0.06,7703.782326,2280.583485,5423.198841,0,567.9943774,2900.213715,0,0,0,0,0,0,2.868658472,0,2.868658472
2007,Yuba,Yuba County Sheriff's Department,5800,222,1138,36.93,7.11,3205,1061,2144,0,0,0,0,,,,,,,34531,,53918,14731,29760,727,973,3944,3760,0.27,0.55,0.01,0.01,0.07,0.06,5944.211581,1967.80296,3976.40862,0,411.7363404,2110.612411,0,0,0,,,,,,
2007,Yuba,Marysville Police Department,5801,167,579,53.89,17.09,1666,438,1228,0,0,0,0,0,0,0,2,0,2,,,12312,2819,6858,640,74,1071,850,0.22,0.55,0.05,0,0.08,0.06,13531.51397,3557.504873,9974.009097,0,1356.40026,4702.729045,0,0,0,0,0,0,16.24431449,0,16.24431449
2007,Yuba,CA Highway Patrol - Yuba,5899,0,216,0,0.46,373,53,320,0,0,0,0,,,,,,,,,69719,15687,42180,1394,976,4950,4532,0.22,0.6,0.01,0.01,0.07,0.06,535.004805,76.0194495,458.9853555,0,0,309.815115,0,0,0,,,,,,
2007,Yuba,Wheatland Police Department,5802,5,87,60,14.94,119,38,81,0,0,0,0,,,,,,,,,3489,984,2065,14,21,164,241,0.28,0.59,0,0,0.04,0.06,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Yuba,Union Pacific RR - Yuba Police Department,5803,2,2,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Alameda,All Combined,All Combined,12778,59435,31.36,8.84,57800,19223,38122,455,19,7,12,0,0,0,225,105,120,,,1484085,316110,550596,186995,4452,372505,51943,0.21,0.37,0.12,0,0.25,0.03,3894.65563,1295.276214,2568.720794,30.65862131,861.0018968,4004.824522,1.28025012,0.471671097,0.808579023,0,0,0,15.16085669,7.075066455,8.085790234
